No_Struk,Tanggal,Waktu,Kasir,Menu,Kategori,Harga_Satuan,Jumlah,Subtotal,Total_Transaksi,Metode_Pembayaran
-20250509-0004,2025-05-09,13:49:02,valencia,Mie Goreng,Nasi dan Mie,15000,3,45000,45000,Debit
-20250509-0005,2025-05-09,09:11:21,valencia,Mie Goreng,Nasi dan Mie,15000,3,45000,45000,Debit
-20250510-0001,2025-05-10,17:28:23,valencia,Lasagna,Pasta,25000,5,125000,125000,Tunai
-20250510-0002,2025-05-10,15:26:41,valencia,Kopi Tubruk,Kopi,8000,1,8000,8000,Tunai
-20250510-0003,2025-05-10,10:04:33,val,Cheesecake,Dessert,15000,1,15000,15000,Tunai
-20250510-0004,2025-05-10,21:44:55,val,Cappucino,Kopi,15000,1,15000,15000,QRIS
-20250510-0005,2025-05-10,16:44:16,valencia,Smoothie Kiwi,Smoothie,17000,5,85000,85000,QRIS
-20250511-0001,2025-05-11,12:16:30,valencia,Spagetti,Pasta,20000,5,100000,100000,QRIS
-20250511-0002,2025-05-11,16:40:07,val,Kentang Goreng,Camilan,12000,5,60000,60000,QRIS
-20250511-0003,2025-05-11,11:15:41,val,Nasi Goreng,Nasi dan Mie,15000,5,75000,75000,QRIS
-20250511-0004,2025-05-11,20:09:20,valencia,Americano,Kopi,12000,2,24000,24000,Tunai
-20250511-0005,2025-05-11,11:56:08,val,Latte,Kopi,15000,3,45000,45000,Debit
-20250512-0001,2025-05-12,12:34:03,val,Kopi Tubruk,Kopi,8000,2,16000,16000,QRIS
-20250512-0002,2025-05-12,15:06:45,val,Cheesecake,Dessert,15000,2,30000,30000,QRIS
-20250512-0003,2025-05-12,18:37:32,valencia,Kopi Tubruk,Kopi,8000,2,16000,16000,Debit
-20250512-0004,2025-05-12,19:38:59,val,Americano,Kopi,12000,1,12000,12000,QRIS
-20250512-0005,2025-05-12,13:25:46,valencia,Latte,Kopi,15000,2,30000,30000,QRIS
-20250513-0001,2025-05-13,12:33:43,valencia,Spagetti,Pasta,20000,4,80000,80000,QRIS
-20250513-0002,2025-05-13,14:04:02,val,Spagetti,Pasta,20000,3,60000,60000,Debit
-20250513-0003,2025-05-13,09:00:43,valencia,Latte,Kopi,15000,2,30000,30000,Tunai
-20250513-0004,2025-05-13,10:44:52,val,Smoothie Berrie,Smoothie,18000,4,72000,72000,Debit
-20250513-0005,2025-05-13,14:03:03,valencia,Americano,Kopi,12000,3,36000,36000,QRIS
-20250514-0001,2025-05-14,13:43:23,valencia,Smoothie Berrie,Smoothie,18000,2,36000,36000,Debit
-20250514-0002,2025-05-14,18:49:50,val,Gelato,Dessert,12000,2,24000,24000,Tunai
-20250514-0003,2025-05-14,10:02:41,val,Gelato,Dessert,12000,3,36000,36000,QRIS
-20250514-0004,2025-05-14,18:18:16,val,Americano,Kopi,12000,5,60000,60000,Tunai
-20250514-0005,2025-05-14,14:56:13,val,Smoothie Kiwi,Smoothie,17000,2,34000,34000,Tunai
-20250515-0001,2025-05-15,12:43:54,valencia,Smoothie Berrie,Smoothie,18000,1,18000,18000,QRIS
-20250515-0002,2025-05-15,14:26:48,valencia,Smoothie Kiwi,Smoothie,17000,3,51000,51000,QRIS
-20250515-0003,2025-05-15,18:45:18,val,Americano,Kopi,12000,5,60000,60000,QRIS
-20250515-0004,2025-05-15,18:46:19,val,Lasagna,Pasta,25000,5,125000,125000,QRIS
-20250515-0005,2025-05-15,16:32:07,val,Spagetti,Pasta,20000,1,20000,20000,Debit
-20250516-0001,2025-05-16,10:04:29,valencia,Cheesecake,Dessert,15000,4,60000,60000,Debit
-20250516-0002,2025-05-16,17:20:38,val,Smoothie Berrie,Smoothie,18000,1,18000,18000,QRIS
-20250516-0003,2025-05-16,15:58:56,valencia,Smoothie Kiwi,Smoothie,17000,3,51000,51000,QRIS
-20250516-0004,2025-05-16,14:50:19,valencia,Kentang Goreng,Camilan,12000,2,24000,24000,Debit
-20250516-0005,2025-05-16,15:35:55,valencia,Latte,Kopi,15000,5,75000,75000,QRIS
-20250517-0001,2025-05-17,09:27:45,valencia,Cheesecake,Dessert,15000,4,60000,60000,QRIS
-20250517-0002,2025-05-17,12:42:09,val,Gelato,Dessert,12000,3,36000,36000,Tunai
-20250517-0003,2025-05-17,21:19:28,valencia,Kopi Tubruk,Kopi,8000,1,8000,8000,Debit
-20250517-0004,2025-05-17,13:38:01,val,Smoothie Kiwi,Smoothie,17000,5,85000,85000,QRIS
-20250517-0005,2025-05-17,16:39:15,valencia,Spagetti,Pasta,20000,3,60000,60000,Debit
-20250518-0001,2025-05-18,13:30:28,val,Latte,Kopi,15000,2,30000,30000,QRIS
-20250518-0002,2025-05-18,09:19:13,val,Kentang Goreng,Camilan,12000,5,60000,60000,QRIS
-20250518-0003,2025-05-18,21:43:26,valencia,Kopi Tubruk,Kopi,8000,5,40000,40000,Debit
-20250518-0004,2025-05-18,21:10:01,val,Mie Goreng,Nasi dan Mie,15000,2,30000,30000,Debit
-20250518-0005,2025-05-18,19:00:11,valencia,Smoothie Alpukat,Smoothie,16000,2,32000,32000,QRIS
-20250519-0001,2025-05-19,18:55:51,val,Spagetti,Pasta,20000,4,80000,80000,QRIS
-20250519-0002,2025-05-19,14:46:23,val,Espresso,Kopi,10000,4,40000,40000,QRIS
-20250519-0003,2025-05-19,15:44:42,valencia,Gelato,Dessert,12000,1,12000,12000,QRIS
-20250519-0004,2025-05-19,13:20:13,valencia,Espresso,Kopi,10000,2,20000,20000,QRIS
-20250519-0005,2025-05-19,13:45:06,valencia,Gelato,Dessert,12000,4,48000,48000,Tunai
-20250520-0001,2025-05-20,10:04:41,valencia,Lasagna,Pasta,25000,5,125000,125000,Tunai
-20250520-0002,2025-05-20,18:01:48,valencia,Kentang Goreng,Camilan,12000,2,24000,24000,Debit
-20250520-0003,2025-05-20,15:27:37,val,Americano,Kopi,12000,1,12000,12000,Tunai
-20250520-0004,2025-05-20,19:43:54,valencia,Cheesecake,Dessert,15000,3,45000,45000,Debit
-20250520-0005,2025-05-20,13:41:54,valencia,Mie Goreng,Nasi dan Mie,15000,5,75000,75000,Debit
-20250521-0001,2025-05-21,15:51:06,valencia,Smoothie Alpukat,Smoothie,16000,1,16000,16000,QRIS
-20250521-0002,2025-05-21,16:17:42,val,Smoothie Berrie,Smoothie,18000,3,54000,54000,Tunai
-20250521-0003,2025-05-21,13:00:38,val,Cheesecake,Dessert,15000,2,30000,30000,Debit
-20250521-0004,2025-05-21,12:31:26,val,Lasagna,Pasta,25000,1,25000,25000,Tunai
-20250521-0005,2025-05-21,12:39:51,val,Spagetti,Pasta,20000,2,40000,40000,QRIS
-20250522-0001,2025-05-22,18:53:53,valencia,Mie Goreng,Nasi dan Mie,15000,1,15000,15000,QRIS
-20250522-0002,2025-05-22,17:05:51,valencia,Mie Goreng,Nasi dan Mie,15000,5,75000,75000,Tunai
-20250522-0003,2025-05-22,17:23:31,valencia,Latte,Kopi,15000,1,15000,15000,Debit
-20250522-0004,2025-05-22,17:04:24,valencia,Gelato,Dessert,12000,3,36000,36000,Debit
-20250522-0005,2025-05-22,13:31:43,val,Smoothie Berrie,Smoothie,18000,4,72000,72000,Tunai
-20250523-0001,2025-05-23,13:01:32,val,Gelato,Dessert,12000,5,60000,60000,Debit
-20250523-0002,2025-05-23,21:38:13,valencia,Nasi Goreng,Nasi dan Mie,15000,1,15000,15000,Debit
-20250523-0003,2025-05-23,13:57:55,val,Smoothie Berrie,Smoothie,18000,2,36000,36000,QRIS
-20250523-0004,2025-05-23,17:26:46,val,Smoothie Kiwi,Smoothie,17000,3,51000,51000,Tunai
-20250523-0005,2025-05-23,15:59:54,valencia,Mie Goreng,Nasi dan Mie,15000,2,30000,30000,Debit
-20250524-0001,2025-05-24,17:12:00,valencia,Kopi Tubruk,Kopi,8000,5,40000,40000,Tunai
-20250524-0002,2025-05-24,11:32:44,valencia,Gelato,Dessert,12000,5,60000,60000,Debit
-20250524-0003,2025-05-24,15:27:26,val,Gelato,Dessert,12000,5,60000,60000,QRIS
-20250524-0004,2025-05-24,21:29:38,val,Spagetti,Pasta,20000,1,20000,20000,Debit
-20250524-0005,2025-05-24,13:58:43,val,Espresso,Kopi,10000,1,10000,10000,QRIS
-20250525-0001,2025-05-25,19:03:00,valencia,Spagetti,Pasta,20000,2,40000,40000,Debit
-20250525-0002,2025-05-25,11:29:19,val,Latte,Kopi,15000,4,60000,60000,Tunai
-20250525-0003,2025-05-25,21:54:20,val,Gelato,Dessert,12000,1,12000,12000,Debit
-20250525-0004,2025-05-25,15:25:36,val,Espresso,Kopi,10000,5,50000,50000,QRIS
-20250525-0005,2025-05-25,20:01:58,valencia,Kentang Goreng,Camilan,12000,2,24000,24000,QRIS
-20250526-0001,2025-05-26,15:13:47,val,Gelato,Dessert,12000,2,24000,24000,Tunai
-20250526-0002,2025-05-26,14:10:50,val,Kopi Tubruk,Kopi,8000,4,32000,32000,Debit
-20250526-0003,2025-05-26,15:26:21,val,Americano,Kopi,12000,3,36000,36000,Tunai
-20250526-0004,2025-05-26,13:50:19,valencia,Cheesecake,Dessert,15000,5,75000,75000,QRIS
-20250526-0005,2025-05-26,20:03:58,val,Smoothie Alpukat,Smoothie,16000,4,64000,64000,QRIS
-20250527-0001,2025-05-27,10:55:22,val,Kentang Goreng,Camilan,12000,3,36000,36000,QRIS
-20250527-0002,2025-05-27,20:55:38,val,Smoothie Alpukat,Smoothie,16000,3,48000,48000,Debit
-20250527-0003,2025-05-27,21:28:04,valencia,Gelato,Dessert,12000,4,48000,48000,Tunai
-20250527-0004,2025-05-27,14:13:21,valencia,Smoothie Berrie,Smoothie,18000,4,72000,72000,Tunai
-20250527-0005,2025-05-27,19:48:55,valencia,Mie Goreng,Nasi dan Mie,15000,4,60000,60000,Tunai
-20250528-0001,2025-05-28,21:42:07,val,Espresso,Kopi,10000,4,40000,40000,Tunai
-20250528-0002,2025-05-28,17:49:41,val,Latte,Kopi,15000,5,75000,75000,Tunai
-20250528-0003,2025-05-28,19:13:59,valencia,Lasagna,Pasta,25000,1,25000,25000,Debit
-20250528-0004,2025-05-28,19:43:49,val,Kentang Goreng,Camilan,12000,3,36000,36000,QRIS
-20250528-0005,2025-05-28,18:20:39,val,Espresso,Kopi,10000,3,30000,30000,QRIS
-20250529-0001,2025-05-29,10:17:41,valencia,Cheesecake,Dessert,15000,4,60000,60000,QRIS
-20250529-0002,2025-05-29,20:07:17,valencia,Kentang Goreng,Camilan,12000,1,12000,12000,Tunai
-20250529-0003,2025-05-29,12:45:39,valencia,Smoothie Alpukat,Smoothie,16000,3,48000,48000,Debit
-20250529-0004,2025-05-29,14:09:17,valencia,Espresso,Kopi,10000,3,30000,30000,Tunai
-20250529-0005,2025-05-29,21:13:50,valencia,Mie Goreng,Nasi dan Mie,15000,4,60000,60000,Debit
-20250530-0001,2025-05-30,12:24:05,val,Gelato,Dessert,12000,5,60000,60000,Tunai
-20250530-0002,2025-05-30,18:15:53,val,Nasi Goreng,Nasi dan Mie,15000,2,30000,30000,Debit
-20250530-0003,2025-05-30,15:06:09,val,Kentang Goreng,Camilan,12000,2,24000,24000,QRIS
-20250530-0004,2025-05-30,11:59:17,val,Latte,Kopi,15000,4,60000,60000,Debit
-20250530-0005,2025-05-30,21:13:52,val,Smoothie Alpukat,Smoothie,16000,2,32000,32000,Debit
-20250531-0001,2025-05-31,14:16:50,val,Cappucino,Kopi,15000,4,60000,60000,Tunai
-20250531-0002,2025-05-31,17:34:31,valencia,Cappucino,Kopi,15000,3,45000,45000,Debit
-20250531-0003,2025-05-31,12:05:50,valencia,Americano,Kopi,12000,2,24000,24000,Tunai
-20250531-0004,2025-05-31,18:42:27,val,Spagetti,Pasta,20000,2,40000,40000,Tunai
-20250531-0005,2025-05-31,11:32:49,val,Kopi Tubruk,Kopi,8000,4,32000,32000,Debit
-20250601-0001,2025-06-01,13:27:21,val,Kentang Goreng,Camilan,12000,5,60000,60000,QRIS
-20250601-0002,2025-06-01,18:27:44,valencia,Cappucino,Kopi,15000,5,75000,75000,Tunai
-20250601-0003,2025-06-01,13:53:44,val,Spagetti,Pasta,20000,2,40000,40000,QRIS
-20250601-0004,2025-06-01,20:12:13,val,Espresso,Kopi,10000,4,40000,40000,QRIS
-20250601-0005,2025-06-01,14:17:40,valencia,Gelato,Dessert,12000,5,60000,60000,QRIS
-20250602-0001,2025-06-02,16:59:04,val,Cheesecake,Dessert,15000,2,30000,30000,Tunai
-20250602-0002,2025-06-02,12:14:49,valencia,Smoothie Kiwi,Smoothie,17000,1,17000,17000,QRIS
-20250602-0003,2025-06-02,16:46:28,val,Smoothie Kiwi,Smoothie,17000,3,51000,51000,Debit
-20250602-0004,2025-06-02,18:07:00,valencia,Smoothie Kiwi,Smoothie,17000,2,34000,34000,Debit
-20250602-0005,2025-06-02,21:27:30,val,Kentang Goreng,Camilan,12000,2,24000,24000,QRIS
-20250603-0001,2025-06-03,13:23:59,val,Mie Goreng,Nasi dan Mie,15000,5,75000,75000,Tunai
-20250603-0002,2025-06-03,15:57:26,valencia,Nasi Goreng,Nasi dan Mie,15000,3,45000,45000,Debit
-20250603-0003,2025-06-03,14:18:09,valencia,Gelato,Dessert,12000,4,48000,48000,Tunai
-20250603-0004,2025-06-03,13:12:00,valencia,Americano,Kopi,12000,3,36000,36000,Tunai
-20250603-0005,2025-06-03,16:52:34,valencia,Spagetti,Pasta,20000,4,80000,80000,Debit
-20250604-0001,2025-06-04,15:20:55,valencia,Latte,Kopi,15000,2,30000,30000,QRIS
-20250604-0002,2025-06-04,09:49:44,valencia,Latte,Kopi,15000,1,15000,15000,Tunai
-20250604-0003,2025-06-04,21:10:15,val,Latte,Kopi,15000,3,45000,45000,Tunai
-20250604-0004,2025-06-04,09:57:28,valencia,Kopi Tubruk,Kopi,8000,5,40000,40000,Debit
-20250604-0005,2025-06-04,16:22:19,valencia,Mie Goreng,Nasi dan Mie,15000,4,60000,60000,QRIS
-20250605-0001,2025-06-05,20:53:46,valencia,Cappucino,Kopi,15000,5,75000,75000,Debit
-20250605-0002,2025-06-05,17:21:43,val,Cappucino,Kopi,15000,3,45000,45000,Tunai
-20250605-0003,2025-06-05,09:40:24,val,Smoothie Berrie,Smoothie,18000,5,90000,90000,Debit
-20250605-0004,2025-06-05,20:45:21,val,Lasagna,Pasta,25000,5,125000,125000,Debit
-20250605-0005,2025-06-05,14:06:13,valencia,Latte,Kopi,15000,1,15000,15000,Tunai
-20250606-0001,2025-06-06,18:59:57,val,Lasagna,Pasta,25000,2,50000,50000,Tunai
-20250606-0002,2025-06-06,13:33:22,val,Kopi Tubruk,Kopi,8000,4,32000,32000,Debit
-20250606-0003,2025-06-06,11:30:35,valencia,Americano,Kopi,12000,2,24000,24000,Tunai
-20250606-0004,2025-06-06,17:41:00,valencia,Americano,Kopi,12000,4,48000,48000,QRIS
-20250606-0005,2025-06-06,09:23:00,valencia,Nasi Goreng,Nasi dan Mie,15000,3,45000,45000,Tunai
-20250607-0001,2025-06-07,12:22:53,valencia,Spagetti,Pasta,20000,2,40000,40000,Tunai
-20250607-0002,2025-06-07,17:54:31,val,Cappucino,Kopi,15000,1,15000,15000,QRIS
-20250607-0003,2025-06-07,19:19:33,val,Lasagna,Pasta,25000,2,50000,50000,QRIS
-20250607-0004,2025-06-07,20:17:48,valencia,Gelato,Dessert,12000,3,36000,36000,Debit
-20250607-0005,2025-06-07,20:49:09,valencia,Latte,Kopi,15000,3,45000,45000,Debit
-20250608-0001,2025-06-08,09:13:22,valencia,Smoothie Berrie,Smoothie,18000,5,90000,90000,QRIS
-20250608-0002,2025-06-08,20:49:13,val,Smoothie Kiwi,Smoothie,17000,1,17000,17000,QRIS
-20250608-0003,2025-06-08,13:37:26,valencia,Smoothie Alpukat,Smoothie,16000,3,48000,48000,Tunai
-20250608-0004,2025-06-08,21:33:22,val,Kopi Tubruk,Kopi,8000,2,16000,16000,Tunai
-20250608-0005,2025-06-08,09:21:35,val,Cappucino,Kopi,15000,3,45000,45000,QRIS
-20250609-0001,2025-06-09,20:24:03,val,Kopi Tubruk,Kopi,8000,2,16000,16000,QRIS
-20250609-0002,2025-06-09,16:18:18,val,Cappucino,Kopi,15000,5,75000,75000,QRIS
-20250609-0003,2025-06-09,20:38:39,valencia,Espresso,Kopi,10000,4,40000,40000,QRIS
-20250609-0004,2025-06-09,21:08:31,valencia,Kentang Goreng,Camilan,12000,3,36000,36000,QRIS
-20250609-0005,2025-06-09,11:50:29,valencia,Nasi Goreng,Nasi dan Mie,15000,2,30000,30000,Tunai
-20250610-0001,2025-06-10,09:42:51,val,Kentang Goreng,Camilan,12000,3,36000,36000,Debit
-20250610-0002,2025-06-10,18:28:50,val,Mie Goreng,Nasi dan Mie,15000,3,45000,45000,Tunai
-20250610-0003,2025-06-10,18:52:30,valencia,Americano,Kopi,12000,4,48000,48000,QRIS
-20250610-0004,2025-06-10,15:37:40,valencia,Smoothie Berrie,Smoothie,18000,1,18000,18000,Tunai
-20250610-0005,2025-06-10,18:04:23,valencia,Smoothie Berrie,Smoothie,18000,1,18000,18000,Tunai
-20250611-0001,2025-06-11,19:29:12,valencia,Kopi Tubruk,Kopi,8000,5,40000,40000,Tunai
-20250611-0002,2025-06-11,10:06:31,val,Kopi Tubruk,Kopi,8000,4,32000,32000,Tunai
-20250611-0003,2025-06-11,10:41:11,val,Spagetti,Pasta,20000,4,80000,80000,Tunai
-20250611-0004,2025-06-11,19:30:53,val,Cappucino,Kopi,15000,1,15000,15000,Debit
-20250611-0005,2025-06-11,19:44:04,valencia,Americano,Kopi,12000,2,24000,24000,QRIS
-20250612-0001,2025-06-12,14:29:11,val,Kentang Goreng,Camilan,12000,4,48000,48000,Debit
-20250612-0002,2025-06-12,17:01:55,valencia,Smoothie Alpukat,Smoothie,16000,4,64000,64000,Debit
-20250612-0003,2025-06-12,15:43:14,val,Smoothie Alpukat,Smoothie,16000,4,64000,64000,Tunai
-20250612-0004,2025-06-12,20:51:45,valencia,Mie Goreng,Nasi dan Mie,15000,4,60000,60000,Tunai
-20250612-0005,2025-06-12,09:49:23,valencia,Lasagna,Pasta,25000,1,25000,25000,QRIS
-20250613-0001,2025-06-13,16:22:12,val,Kentang Goreng,Camilan,12000,5,60000,60000,Debit
-20250613-0002,2025-06-13,12:00:40,valencia,Mie Goreng,Nasi dan Mie,15000,5,75000,75000,QRIS
-20250613-0003,2025-06-13,21:14:32,val,Spagetti,Pasta,20000,4,80000,80000,Debit
-20250613-0004,2025-06-13,19:35:58,val,Smoothie Kiwi,Smoothie,17000,4,68000,68000,QRIS
-20250613-0005,2025-06-13,21:34:58,valencia,Smoothie Alpukat,Smoothie,16000,3,48000,48000,Tunai
-20250614-0001,2025-06-14,12:55:43,val,Spagetti,Pasta,20000,5,100000,100000,Tunai
-20250614-0002,2025-06-14,19:45:51,val,Latte,Kopi,15000,1,15000,15000,QRIS
-20250614-0003,2025-06-14,14:10:25,valencia,Cappucino,Kopi,15000,2,30000,30000,Tunai
-20250614-0004,2025-06-14,13:28:38,val,Spagetti,Pasta,20000,2,40000,40000,Tunai
-20250614-0005,2025-06-14,11:28:23,valencia,Smoothie Kiwi,Smoothie,17000,4,68000,68000,QRIS
-20250615-0001,2025-06-15,16:46:43,valencia,Nasi Goreng,Nasi dan Mie,15000,2,30000,30000,Debit
-20250615-0002,2025-06-15,12:38:20,valencia,Nasi Goreng,Nasi dan Mie,15000,4,60000,60000,QRIS
-20250615-0003,2025-06-15,09:35:08,val,Kentang Goreng,Camilan,12000,3,36000,36000,Tunai
-20250615-0004,2025-06-15,14:00:13,valencia,Americano,Kopi,12000,4,48000,48000,Tunai
-20250615-0005,2025-06-15,21:11:17,valencia,Espresso,Kopi,10000,4,40000,40000,Debit
-20250616-0001,2025-06-16,19:46:47,valencia,Nasi Goreng,Nasi dan Mie,15000,2,30000,30000,Tunai
-20250616-0002,2025-06-16,21:04:10,valencia,Kentang Goreng,Camilan,12000,2,24000,24000,QRIS
-20250616-0003,2025-06-16,09:26:35,val,Cheesecake,Dessert,15000,4,60000,60000,Debit
-20250616-0004,2025-06-16,09:57:39,val,Smoothie Alpukat,Smoothie,16000,2,32000,32000,Debit
-20250616-0005,2025-06-16,21:40:42,val,Americano,Kopi,12000,5,60000,60000,Debit
-20250617-0001,2025-06-17,21:00:23,val,Cheesecake,Dessert,15000,3,45000,45000,Debit
-20250617-0002,2025-06-17,12:45:24,val,Mie Goreng,Nasi dan Mie,15000,5,75000,75000,QRIS
-20250617-0003,2025-06-17,15:43:32,valencia,Cappucino,Kopi,15000,4,60000,60000,Debit
-20250617-0004,2025-06-17,19:43:49,val,Kentang Goreng,Camilan,12000,2,24000,24000,QRIS
-20250617-0005,2025-06-17,20:54:02,val,Espresso,Kopi,10000,1,10000,10000,QRIS
-20250618-0001,2025-06-18,19:18:59,valencia,Americano,Kopi,12000,5,60000,60000,Tunai
-20250618-0002,2025-06-18,21:08:40,val,Gelato,Dessert,12000,4,48000,48000,Debit
-20250618-0003,2025-06-18,16:58:00,val,Smoothie Berrie,Smoothie,18000,4,72000,72000,Debit
-20250618-0004,2025-06-18,16:03:50,valencia,Kentang Goreng,Camilan,12000,2,24000,24000,Debit
-20250618-0005,2025-06-18,13:36:25,valencia,Cappucino,Kopi,15000,5,75000,75000,Debit
-20250619-0001,2025-06-19,14:27:10,valencia,Cheesecake,Dessert,15000,5,75000,75000,Tunai
-20250619-0002,2025-06-19,17:15:35,valencia,Cheesecake,Dessert,15000,2,30000,30000,Debit
-20250619-0003,2025-06-19,20:58:15,val,Spagetti,Pasta,20000,1,20000,20000,Debit
-20250619-0004,2025-06-19,11:06:41,val,Mie Goreng,Nasi dan Mie,15000,3,45000,45000,Tunai
-20250619-0005,2025-06-19,12:52:17,val,Spagetti,Pasta,20000,2,40000,40000,Tunai
-20250620-0001,2025-06-20,19:55:57,valencia,Smoothie Kiwi,Smoothie,17000,2,34000,34000,Tunai
-20250620-0002,2025-06-20,16:30:23,valencia,Spagetti,Pasta,20000,3,60000,60000,Debit
-20250620-0003,2025-06-20,11:26:25,val,Smoothie Kiwi,Smoothie,17000,5,85000,85000,QRIS
-20250620-0004,2025-06-20,09:28:00,valencia,Gelato,Dessert,12000,4,48000,48000,Tunai
-20250620-0005,2025-06-20,20:07:51,val,Smoothie Berrie,Smoothie,18000,4,72000,72000,Debit
-20250621-0001,2025-06-21,16:17:50,valencia,Kentang Goreng,Camilan,12000,5,60000,60000,QRIS
-20250621-0002,2025-06-21,20:24:11,valencia,Americano,Kopi,12000,5,60000,60000,QRIS
-20250621-0003,2025-06-21,20:35:59,valencia,Smoothie Alpukat,Smoothie,16000,3,48000,48000,QRIS
-20250621-0004,2025-06-21,19:02:01,val,Cheesecake,Dessert,15000,1,15000,15000,Tunai
-20250621-0005,2025-06-21,14:12:19,valencia,Gelato,Dessert,12000,3,36000,36000,QRIS
-20250622-0001,2025-06-22,10:18:40,valencia,Lasagna,Pasta,25000,4,100000,100000,Tunai
-20250622-0002,2025-06-22,17:26:17,val,Cappucino,Kopi,15000,3,45000,45000,QRIS
-20250622-0003,2025-06-22,12:37:35,valencia,Latte,Kopi,15000,4,60000,60000,Tunai
-20250622-0004,2025-06-22,17:24:05,valencia,Smoothie Alpukat,Smoothie,16000,5,80000,80000,Tunai
-20250622-0005,2025-06-22,10:23:23,valencia,Cheesecake,Dessert,15000,5,75000,75000,Debit
-20250623-0001,2025-06-23,12:45:38,valencia,Mie Goreng,Nasi dan Mie,15000,1,15000,15000,QRIS
-20250623-0002,2025-06-23,11:15:12,val,Gelato,Dessert,12000,3,36000,36000,Tunai
-20250623-0003,2025-06-23,19:51:15,val,Latte,Kopi,15000,2,30000,30000,Tunai
-20250623-0004,2025-06-23,21:43:37,val,Kopi Tubruk,Kopi,8000,5,40000,40000,QRIS
-20250623-0005,2025-06-23,11:11:47,val,Mie Goreng,Nasi dan Mie,15000,2,30000,30000,Tunai
-20250624-0001,2025-06-24,18:00:04,valencia,Espresso,Kopi,10000,1,10000,10000,QRIS
-20250624-0002,2025-06-24,12:22:55,valencia,Smoothie Berrie,Smoothie,18000,3,54000,54000,Debit
-20250624-0003,2025-06-24,14:56:22,valencia,Cheesecake,Dessert,15000,3,45000,45000,Tunai
-20250624-0004,2025-06-24,17:31:01,val,Americano,Kopi,12000,2,24000,24000,Tunai
-20250624-0005,2025-06-24,12:27:30,val,Spagetti,Pasta,20000,2,40000,40000,Tunai
-20250625-0001,2025-06-25,11:01:04,valencia,Smoothie Alpukat,Smoothie,16000,3,48000,48000,Tunai
-20250625-0002,2025-06-25,10:38:50,valencia,Smoothie Alpukat,Smoothie,16000,5,80000,80000,Tunai
-20250625-0003,2025-06-25,14:09:53,val,Mie Goreng,Nasi dan Mie,15000,2,30000,30000,Tunai
-20250625-0004,2025-06-25,18:42:18,val,Espresso,Kopi,10000,4,40000,40000,Tunai
-20250625-0005,2025-06-25,20:06:07,val,Mie Goreng,Nasi dan Mie,15000,2,30000,30000,Tunai
-20250626-0001,2025-06-26,21:55:31,val,Kopi Tubruk,Kopi,8000,5,40000,40000,Debit
-20250626-0002,2025-06-26,09:40:39,val,Lasagna,Pasta,25000,2,50000,50000,Tunai
-20250626-0003,2025-06-26,09:32:26,valencia,Espresso,Kopi,10000,3,30000,30000,Tunai
-20250626-0004,2025-06-26,20:55:50,val,Gelato,Dessert,12000,5,60000,60000,Tunai
-20250626-0005,2025-06-26,20:50:26,val,Smoothie Berrie,Smoothie,18000,1,18000,18000,Tunai
-20250627-0001,2025-06-27,15:42:07,val,Cappucino,Kopi,15000,3,45000,45000,Debit
-20250627-0002,2025-06-27,19:57:27,val,Latte,Kopi,15000,1,15000,15000,QRIS
-20250627-0003,2025-06-27,15:06:50,val,Nasi Goreng,Nasi dan Mie,15000,1,15000,15000,Tunai
-20250627-0004,2025-06-27,18:53:26,valencia,Kentang Goreng,Camilan,12000,2,24000,24000,Tunai
-20250627-0005,2025-06-27,10:15:18,valencia,Mie Goreng,Nasi dan Mie,15000,2,30000,30000,QRIS
-20250628-0001,2025-06-28,19:45:48,valencia,Cheesecake,Dessert,15000,5,75000,75000,QRIS
-20250628-0002,2025-06-28,20:50:59,val,Kentang Goreng,Camilan,12000,2,24000,24000,Debit
-20250628-0003,2025-06-28,17:10:24,valencia,Kopi Tubruk,Kopi,8000,4,32000,32000,QRIS
-20250628-0004,2025-06-28,10:04:14,valencia,Nasi Goreng,Nasi dan Mie,15000,1,15000,15000,QRIS
-20250628-0005,2025-06-28,17:34:14,val,Americano,Kopi,12000,5,60000,60000,Debit
-20250629-0001,2025-06-29,19:05:15,val,Mie Goreng,Nasi dan Mie,15000,1,15000,15000,QRIS
-20250629-0002,2025-06-29,20:22:41,valencia,Americano,Kopi,12000,3,36000,36000,QRIS
-20250629-0003,2025-06-29,18:37:02,val,Smoothie Berrie,Smoothie,18000,3,54000,54000,Tunai
-20250629-0004,2025-06-29,20:31:48,val,Latte,Kopi,15000,2,30000,30000,Debit
-20250629-0005,2025-06-29,20:13:04,valencia,Smoothie Berrie,Smoothie,18000,2,36000,36000,Debit
-20250630-0001,2025-06-30,15:52:29,valencia,Smoothie Berrie,Smoothie,18000,1,18000,18000,Tunai
-20250630-0002,2025-06-30,15:56:04,val,Gelato,Dessert,12000,2,24000,24000,QRIS
-20250630-0003,2025-06-30,16:17:40,valencia,Latte,Kopi,15000,5,75000,75000,Tunai
-20250630-0004,2025-06-30,16:48:13,valencia,Latte,Kopi,15000,5,75000,75000,QRIS
-20250630-0005,2025-06-30,17:36:16,val,Mie Goreng,Nasi dan Mie,15000,4,60000,60000,Tunai
